taxonID,vernacularName
380862,臺灣圓尾鶴鱵
395243,蘇丹魚
380733,蚓鰻
380888,水針
380890,補網師
380884,小烏
380753,虎鰻
380798,鰻仔
380760,蠕紋裸胸鱔
380730,穴子鰻
380732,蚓鰻
380819,軟腕魚
380864,黑背叉尾鶴鱵
380886,短鰭真燕鰩(短鰭燕飛魚
380791,鰻仔
380743,錢鰻
380821,藍美銀漢魚
380809,鰻仔
380721,白鰻
380808,鰻仔
380766,雪花斑裸胸鯙
316855,臂尾輪蟲
380789,鬚唇短體蛇鰻
380764,眼斑裸胸鯙
380831,尖額青眼魚
380850,狗母梭
380708,林投梭
380852,狗母
380789,大口短體蛇鰻
380802,紋蛇鰻
380718,沙鰻
380756,蠘仔鰻
312365,三線佛州節蜱
380708,竹篙頭
380850,狗母
380885,黑短鰭擬飛魚
312445,針毛鬼蛛
312377,小葉桑新離子節蜱
380748,錢鰻
380803,硬骨篡
380751,唇斑裸胸鯙
380770,鋸齒裸胸鯙
395326,大面側仔
380722,臭腥鰻
380767,秤仔花
380750,伯恩斯裸胸鯙
380744,虎鰻
380767,虎鰻
380723,沙鰻
380758,錢鰻
380888,補網師
380864,白天青旗
380877,寡鱗斑鰭飛魚
380754,大斑裸胸鯙
380751,薯鰻
332719,茄十二星瓢蟲
312589,粗腳條斑蠅虎
312305,竹槽刺子節蜱
380808,土龍
380792,硬骨仔
380824,豆殼仔
380881,尖頭細身飛魚
380741,錢鰻
380795,硬骨篡
380789,大口蛇鰻
380751,糬鰻
380786,線鰻(線口鰻)
380858,青鱂
380720,臭腥鰻
380722,日本糯鰻
380836,裸狗母魚
380767,糬鰻
380751,雲紋裸胸鱔
380745,豹紋勾吻鯙
380797,硬骨仔
380779,帶尾裸胸鯙
380774,薯鰻
395257,琵琶鼠
380764,錢鰻
312383,羅漢松副麗節蜱
380767,裸鋤裸胸鯙
380860,學仔
380853,狗母
380739,臺灣頜鬚鱔(鬚裸海鱔)
380864,水針
380731,狹尾糯鰻
395256,垃圾魚
380884,草螟仔
380749,班第氏裸胸鱔
380770,錢鰻
380719,沙鰻
380801,頸帶蛇鰻
380815,合鰓鰻
380770,薯鰻
380875,細頭燕鰩魚
380888,斑鱵
380756,青痣
380774,李查森氏裸胸鯙
380788,篡仔
380780,擬蛇鱔
380848,道氏狗母魚
380792,硬骨篡
380872,飛烏
380769,虎鰻
380778,褐首裸胸鱔
380719,海鰻
380763,米鰻
380856,狗母梭
380772,錢鰻
380853,大目狗母
380852,汕狗母
380735,褐海鰻
380711,土鰻
380798,巨斑花蛇鰻
380782,虎鰻
380805,眼斑蛇鰻
380869,紅斑鬚唇飛魚
380809,硬骨仔
380720,穴子鰻
380774,錢鰻
380737,丁香鰻
380722,糯米鰻
380724,沙鰻
395251,湄公食藻鰍
380718,臭腥鰻
380830,汕狗母
312306,黃槿刺子節蜱
380729,臭腥鰻
380842,狗母梭
312401,芒果刺節蜱
380867,白翅仔
380890,杜氏下鱵
380822,糙頭細銀漢魚
380746,糬鰻
380762,錢鰻
380879,單鬚飛魚
380729,沙鰻
380719,臭腥鰻
312308,白臘樹刺皮節蜱
380780,布氏擬蝮鯙
380770,鋸齒裸胸鱔
380889,無斑鱵
380795,裸蟲鰻
380830,仙女魚
380837,裸狗母魚
380844,多齒蛇鯔
380711,日本鰻鱺
380731,臭腥鰻
380838,那哥
380747,斑馬裸海鯙
380760,錢鰻
380794,硬骨篡
380740,星帶蝮鯙
380783,虎鰻
380754,花鰻
380761,斑頸裸胸鯙
380851,狗母梭
395256,琵琶鼠
395253,清道夫
380763,薯鰻
380778,丫環裸胸鯙
380722,海鰻
316858,臂尾輪蟲
395257,垃圾魚
380870,黑鰭飛魚
380859,青旗
380740,糬鰻
380782,錢鰻
380852,番狗母
380759,糬鰻
380846,吻斑狗母魚
380748,虎鰻
312281,反轉畸節蜱
380746,薯鰻
380725,臺灣園鰻
380789,鬚唇短體鰻
380717,大錐體糯鰻
380840,狗母
380811,長身前肛鰻
380753,糬鰻
380828,長吻帆蜥魚
311336,四刺棘蝦
380813,合鰓鰻
380727,糯米鰻
380771,淡網紋裸胸鯙
380722,黑鰻
380797,竹節花蛇鰻
380809,篡仔
380882,隆氏細身飛魚
380839,水狗母
381659,短塘鱧
380791,雲紋麗蛇鰻
380777,糬鰻
380723,海鰻
380753,黴身裸胸鯙
380886,短鰭原飛魚
380876,垂鬚飛魚
380832,大眼青眼魚
380861,學仔
380711,白鰻
380856,花狗母
395326,玻璃魚
380761,虎鰻
380740,雲紋蛇鱔(雲紋海鱔)
380802,硬骨篡
380761,糬鰻
311202,雙角轉輪蟹
380827,刀浪花魚
312264,六角羽爪節蜱
312386,半中線葉刺節蜱
380714,海鰻
380741,多環蝮鯙
380719,穴子鰻
380824,鱙仔
380863,尾斑柱頜針魚
312252,金毛杜鵑無毛節蜱
380797,硬骨篡
380781,管鼻鯙
380873,蘇氏飛魚
380737,狹頜海鰻
380712,烏耳鰻
380710,短鰭鰻
380748,白緣裸胸鱔
380729,穴子鰻
380748,薯鰻
380719,糯米鰻
380826,浪花魚
380766,硓[石古]鰻
380756,黃邊鰭裸胸鯙
380717,糯米鰻
380832,奇士魚
380755,青頭子
380758,海氏裸胸鯙
380772,雷褔氏裸胸鯙
380711,日本鰻
380847,革狗母魚
380878,花烏
380839,印度鐮齒魚
380754,薯鰻
395253,垃圾魚
380790,鱷形短體鰻
380803,鰻仔
380816,羅氏昏糯鰻
316870,絹多棘輪蟲
380766,糬鰻
380721,灰糯鰻
380727,大眼擬深海蠕鰻
380759,錢鰻
380875,細頭斑鰭飛魚
380862,學仔
380771,錢鰻
380709,長吻背棘魚
380878,斑鰭飛魚
380852,狗母梭
380777,虎鰻
380872,點鰭鬚唇飛魚
380838,短臂龍頭魚
380845,花斑蛇鯔
380859,學仔
380836,中間光鱗魚
380725,海鰻
380710,太平洋雙色鰻鱺
380749,硓[石古]鰻
380738,薯鰻
380859,橫帶扁頜針魚
380864,圓學
380806,硬骨篡
380830,狗母
380745,薯鰻
402067,叢蚊簇蟲
380768,細點裸胸鯙
380858,彈魚
380719,銼吻淵油鰻
380761,硓[石古]鰻
380712,土龍
380762,薯鰻
312266,森氏櫟羽爪節蜱
380794,篡仔
380863,圓尾鶴鱵
380720,海鰻
380778,薯鰻
380724,臭腥鰻
380708,狐鰮
380846,雙斑狗母魚
380876,納氏燕鰩魚
380793,鰻仔
380778,糬鰻
380866,黃翅仔
380754,豆點裸胸鱔
380714,白錐體糯鰻
380711,鰻鱺
380853,狗母梭
380805,多斑蛇鰻
380761,錢鰻
380727,穴子鰻
380805,眼斑細齒蛇鰻
380711,正鰻
380774,李氏裸胸鯙
380790,鰻仔
380769,平達裸胸鯙
380885,飛烏
380870,黑鰭鬚唇飛魚
380883,細身飛魚
380882,飛烏
380730,黑尾突吻糯鰻
343988,水蠟蛾
380795,硬骨仔
380873,飛烏
380822,糙頭小銀漢魚
380887,補網師
312628,方網長腳蛛
380780,虎鰻
380712,花鰻
380793,麥氏無鰭鬚蛇鰻
400199,長指無毛水蚤
380722,日本康吉鰻
380743,比基尼勾吻鯙
380856,狗母
380723,臭腥鰻
380722,烏鰻
380843,雲紋蛇鯔
380788,盲蛇鰻
380858,稻田魚
380828,帆蜥魚
380800,鰻仔
380730,黑尾吻鰻
380725,穴子鰻
380778,錢鰻
380798,硬骨仔
380785,虎鰻
380708,北梭魚
380779,帶尾裸胸鱔
380731,糯米鰻
380876,飛烏
380785,小鰭尾鯙
380845,狗母梭
380738,虎鰻
380806,柴田氏蛇鰻
380857,大頭狗母魚
380752,錢鰻
380869,紅斑鰭飛魚
380840,長蜥魚
380797,篡仔
380756,糬鰻
380770,糬鰻
380772,虎鰻
380753,黴身裸胸鱔
380874,白翅仔
380852,射狗母
380771,粉鰻
380709,背棘魚
380824,凡氏下銀漢魚
380777,錢鰻
380726,臭腥鰻
380844,狗母梭
380855,狗母梭
380853,大目狗母魚
312363,新木薑子佛州節蜱
380735,百吉海鰻
380857,短吻花狗母
380833,北域青眼魚
380744,苔斑勾吻鱔
380783,長尾彎牙海鱔(長海鱔)
380761,鰻
380829,汕狗母
380753,錢鰻
380854,紅花斑狗母
380770,絲仔鰻
380740,虎鰻
380827,澳洲浪花銀漢魚
380822,麥銀漢魚
380762,虎鰻
380864,學仔
380854,狗母梭
380804,鰻仔
380791,硬骨篡
380834,黑緣青眼魚
380884,飛烏
380867,燕鰩鬚唇飛魚(燕鰩魚)
402064,臺灣簇蟲
380802,篡仔
380731,穴子鰻
380809,食蟹豆齒鰻
380863,學仔
380800,硬骨篡
380780,布氏長鯙
380781,黑身管鼻鯙
312670,三棘姬蛛
380730,突吻糯鰻
380864,四角學
380712,黑鰻
380887,學仔
401534,臺灣鋸節蜱
380756,薯鰻
380727,大眼擬海蠕鰻
380797,鰻仔
380750,薯鰻
395257,清道夫
380768,花斑裸胸鱔
380821,鱙仔
380867,大烏
380758,海氏裸胸鱔
380823,後肛下銀漢魚
380753,呆仔鰻
380821,豆殼仔
380838,粉粘
380878,小烏
332714,小十三星瓢蟲
380720,沙鰻
380785,小鰭鰭尾鯙
380871,飛烏
380817,合鰓鰻
380777,波紋裸胸鱔
380763,斑點裸胸鱔
380845,狗母
380714,穴美體鰻(齊頭鰻)
380755,虎鰻
380811,異齒前肛鰻
380831,奇士魚
380778,虎鰻
380769,薯鰻
380746,虎鰻
380865,學仔
312275,柳杉大嘴節蜱
380723,穴子鰻
380718,網格深海康吉鰻
380786,線鰻
380798,篡仔
380775,錢鰻
380860,青旗
380775,寬帶裸胸鯙
380756,鰻
380726,穴子鰻
380713,扁吻唇鼻鰻
380758,海瑞氏裸胸鯙
380830,日本姬魚
380823,下銀漢魚
380883,尖鰭細身飛魚
380720,深海尾糯鰻
380742,虎鰻
380869,飛烏
380889,補網師
380749,錢鰻
380767,薯鰻
380851,肩蓋狗母魚
380721,糯米鰻
380732,線蚓鰻
380804,長身蛇鰻
380718,網格深海糯鰻
380775,薯鰻
380741,薯鰻
380756,虎鰻
380816,羅氏箭齒前肛鰻
380808,硬骨仔
380890,杜氏下鱵魚
380872,點斑鰭飛魚
380861,白天青旗
380805,䲂仔
380862,無斑柱頜針魚
380746,錢鰻
380756,錢鰻
380766,薯鰻
380746,裂紋勾吻鱔
380736,虎鰻
380765,薯鰻
380717,海鰻
380776,密點裸胸鯙
380792,中華鬚蛇鰻
380755,細斑裸胸鱔
402066,蘭嶼簇蟲
380802,硬骨仔
380731,沙鰻
380713,扁吻擬鯙
380749,虎鰻
380763,虎鰻
383480,暗色沙塘鱧
395251,青苔鼠
380741,節仔鰻
380768,虎鰻
380749,薯鰻
312273,瓦拉米鼻植羽節蜱
380761,斑頸裸胸鱔
380850,褐狗母魚(背斑狗母魚)
380743,薯鰻
380769,錢鰻
380840,長蛇鯔
380797,斑竹花蛇鰻
380888,簪針
380852,射狗母魚
380754,虎鰻
380780,薯鰻
380800,尖吻蛇鰻
380791,雲紋麗鰻
380752,黑環裸胸鱔
316860,鈍角狹甲輪蟲
380780,錢鰻
380880,飛烏
380889,水針
380760,虎鰻
380711,淡水鰻
380766,雪花斑裸胸鱔
380846,狗母梭
380844,狗母
380804,篡仔
380877,飛烏
380744,錢鰻
380771,糬鰻
380783,錢鰻
380756,黃邊裸胸鱔
380865,鱷形叉尾鶴鱵
380855,狗母
380807,裾鰭蛇鰻
380806,鰻仔
380858,魚目娘
380741,多帶蛇鱔(多帶海鱔)
380864,青旗
380823,鱙仔
380755,糬鰻
380878,飛烏
380793,篡仔
312384,臺灣五凸節蜱
380863,青旗
380743,比基尼勾吻鱔
380754,黑斑裸胸鯙
312309,土蜜樹刺皮節蜱
380735,海鰻
317070,本部遠環蚓
380835,錘頜魚
380879,飛烏
380718,糯米鰻
395243,紅尾金絲
380806,硬骨仔
380885,草螟仔
380781,五彩鰻
380743,虎鰻
380782,虎斑鞭尾鱔
380765,細花斑裸胸鯙
380833,奇士魚
380730,糯米鰻
380827,沙丁魚
380842,小蜥魚
380800,土龍
380825,鱙仔
380724,穴子鰻
380753,米鰻
380708,圓頜北梭魚
380751,粉鰻
380880,大頭飛魚
380732,短線蚓鰻
380708,鱸魚
380842,番狗母
380791,篡仔
380801,篡仔
380854,紅花斑狗母魚
380765,花斑裸胸鯙
380884,短鰭擬飛魚
380829,狗母
380714,沙鰻
380740,薯鰻
395325,大面側仔
380818,合鰓鰻
380747,條紋裸海鱔
380734,臺灣鱷頭鰻
380826,沙丁魚
380719,深海糯鰻
380887,飛烏蛇仔
312444,三角鬼蛛
380854,番狗母
380733,大頭蚓鰻
380738,褐高眉鱔
380766,錢鰻
380777,薯鰻
380863,白天青旗
380839,龍頭魚
380809,硬骨䲂
380857,大頭花桿狗母
381800,彼氏冰鰕虎魚
380717,沙鰻
380789,鰻仔
380720,深海尾鰻
380889,長尾針
380777,疏斑裸胸鯙
380795,篡仔
316853,臂尾輪蟲
380789,篡仔
380855,紅斑狗母
380856,雜斑狗母魚
380751,雲紋裸胸鯙
380861,青旗
380769,平氏裸胸鱔
380741,虎鰻
380847,狗母梭
380801,鰻仔
380792,中華鬚鰻
312307,平滑刺子節蜱
380785,小鰭尾鱔
380861,尖嘴柱頜針魚
380890,針
380868,弓頭唇鬚飛魚
312596,黑色蟻蛛
380824,硬鱗
380777,青頭仔
380875,細頭飛魚
380736,錢鰻
332715,八條瓢蟲
312351,皮孫木分位節蜱
380818,長鰭合鰓鰻(連鰓鰻)
380882,隆氏巨飛魚
380739,錢鰻
395253,琵琶鼠
312278,凹葉柃木畸節蜱
380887,長鱵
380813,長吻前肛鰻
380784,巨頭鰭尾鯙
380814,合鰓鰻
380809,硬骨篡
380713,草鰻
380714,白鰻
380804,硬骨仔
380784,薯鰻
400497,荔枝赤葉蟎
380789,硬骨篡
380713,扁吻唇鼻擬鯙
380800,硬骨仔
380718,黑邊深海糯鰻
380798,斑紋花蛇鰻
380775,虎鰻
380806,篡仔
380838,小鰭鐮齒魚
380788,硬骨篡
380834,奇士魚
380717,大美體鰻(大奇鰻)
380881,尖頭文鰩魚
380792,鰻仔
380723,糯米鰻
380718,穴子鰻
380746,龍鰻
380859,扁鶴鱵
380776,紡車索
380721,臭腥鰻
380738,錢鰻
380795,鰻仔
380739,薯鰻
380776,虎鰻
380785,薯鰻
380747,薯鰻
380876,納氏斑鰭飛魚
312669,赤背寡婦蛛
380846,狗母
380862,無斑圓尾鶴鱵
343886,巨網燈蛾
380730,臭腥鰻
380725,沙鰻
380884,白短鰭擬飛魚
380855,紅斑狗母魚
380877,少鱗燕鰩魚
380713,扁吻草鰻
380790,篡仔
380829,臺灣姬魚
380711,白鱔
380721,沙鰻
380755,薯鰻
380847,番狗母
380784,錢鰻
380868,飛烏
380866,阿氏飛魚
380729,短吻大頭糯鰻
380742,黃斑蝮鯙
380752,黑環裸胸鯙
380751,虎鰻
380881,青頭仔
380831,隆背青眼魚
312430,不規則針羽節蜱
380720,糯米鰻
380759,虎鰻
380745,錢鰻
380753,花鰻
380770,虎鰻
380727,糯鰻
380789,硬骨仔
380842,狗母
380782,薯鰻
380718,海鰻
400523,神澤氏葉蟎
312297,土蜜樹瘤節蜱
347293,長崎鳳蝶
312293,造癭瘤節蜱
400349,綿羊蠕形蟎
400378,南嶺堯花刺皮節蜱
312379,鋪地黍新離子節蜱
310652,擬額法氏大眼水蚤
333717,廣東水漥細牙蟲
311315,屎蟹
316920,膜質偽才女蟲
316868,盤狀鞍甲輪蟲
312692,熱帶崖地蛛
312597,日本蟻蛛
347329,大黃裙粉蝶
401537,石櫟蔣氏節蜱
342552,黃褐齒脛姬蜂
316939,加州齒吻沙蠶
311316,噴沙蟹
400382,黃肉楠上三脊節蜱
311304,薄氏大眼蟹
431610,弧邊管招潮蟹
347189,白條斑蔭蝶
312677,七星鳴姬蛛
400433,多食細蟎
312617,褐腹長蹠蛛
312408,雙圈頂冠節蜱
312564,沙地豹蛛
431614,紅豆招潮蟹
405594,貓第一型疱疹病毒
405865,病毒性神經壞死症
405699,非洲馬疫
346936,綠角翅夜蛾
312666,慎原氏菱蛛
312516,島嶼袋蛛
380893,水針
400396,肉桂印毛節蜱
311059,兇狠圓軸蟹
312397,桂竹謝節蜱
312375,赤陽新離子節蜱
330161,帶紋櫛角尨蕈甲
310814,鉤足擊蟹
317073,雙窗遠環蚓
403244,奧特開水絲蚓
342585,紅斑棘領姬蜂
312428,臺灣五脊節蜱
342641,相小黑點瘤姬蜂
400389,三斗石櫟合位節蜱
400197,等無毛水蚤
347181,銀蛇目蝶
380896,補網師
316946,埃氏蟄龍介蟲
312622,錫蘭長腳蛛
316873,裂足輪蟲
380904,紅金眼鯛
400400,三叉虎新離子節蜱
316869,管板細脊輪蟲
312672,短跗菱蛛
312543,草袋蛛
342637,微黑點瘤姬蜂指名亞種
312452,茶色鬼蛛
347337,報喜斑粉蝶
316861,鉤狀狹甲輪蟲
405653,豬環狀病毒感染
311277,兵蟹
310650,駝背法氏大眼水蚤
312327,肯亞木畸羽節蜱
405729,小反芻獸疫
312372,青剛櫟中彎節蜱
312537,亞洲狂蛛
312533,黃枯葉蛛
340571,糠片蚧黃蚜小蜂
405853,邊界病
312595,擬臺灣蟻蛛
401538,痣硬皮地蛛
405593,駒疹
347329,鎘黃遷粉蝶
400537,威氏真恙蟎
431613,窄招潮蟹
405786,系統性疾病死亡
316924,甲冑海稚蟲
312304,水社樟小瘤節蜱
347105,雙標紫斑蝶
400416,九節木頂冠節蜱
311212,遁行長臂蟹
405792,豬水疱病
400415,火炭母草頂冠節蜱
400337,人疥蟎
312599,無刺蟻蛛
311060,毛足圓盤蟹
334369,凹額伊細花螢
311310,攝氏大眼蟹
347203,青斑蝶
380904,紅皮刀
342593,松村離緣姬蜂
345438,淡緣蝠蛾
347305,金裳鳳蝶
312279,江某畸節蜱
312425,雞屎藤斜背瘤節蜱
347133,韋氏黑蔭蝶
405595,貓鼻氣管炎
312562,溝渠豹蛛
347198,環紋蝶
312694,長夜蛛
312647,裂額寄居姬蛛
400675,粗毛巨袖蟎
312590,安德遜蠅虎
312434,臺灣三毛節蜱
347181,古眼蝶
316936,方背鱗蟲
405609,櫻鱒病毒病
403259,盤纏毛腹蟲
400456,太平洋偽葉蟎
400666,日本顆背蟎
347091,帝王蝶
347321,尖粉蝶
380903,紅魚
380890,刺針
317096,中華無前恙蟎
312348,腎蕨双植羽節蜱
400709,瘤角粒蟎
312385,加州懸鉤子葉刺節蜱
400388,蓬萊合位節蜱
312675,阿里山錐頭姬蛛
312691,日本崖地蛛
312265,薄葉柃木羽爪節蜱
400533,偽二點葉蟎
311075,紅蟹
347133,波氏蔭蝶
348569,蓬萊端刺石蠅
312518,捲葉袋蛛
347164,琉球三線蝶
312431,波浪針羽節蜱
400360,菊花木畸羽節蜱
347192,黃蛺蝶
400764,巨陷胸蟎
342647,廣黑點瘤姬蜂
405612,犬傳染性肝炎
312337,龍眼合位節蜱
316934,華美盤管蟲
380904,紅大目仔
312557,長疣馬蛛
316875,沒尾無柄輪蟲
380895,臺灣下鱵
400391,澀葉榕上節蜱
316879,羅氏腔輪蟲
347290,臺灣琉璃翠鳳蝶
333706,卵身細牙蟲
316881,奧埃奧腔輪蟲
342270,中華鈍唇姬蜂
311302,哨兵蟹
342582,菲島抱緣姬蜂
342366,喜馬拉雅聚瘤姬蜂
316844,蒲達臂尾輪蟲
316845,萼花臂尾輪蟲
312604,寬胸蠅虎
380895,補網師
312517,日本袋蛛
312653,黑色金姬蛛
347193,雙尾蝶
403156,七股芽苞桿菌
400587,溫氏小新綏蟎
400738,槍細瓢蟎
347076,臺灣單帶蛺蝶
316944,迪氏腺管蟲
312311,桔刺皮節蜱
347120,幻紫蝶
312525,八木沼袋蛛
400362,大葉木犀下毛節蜱
312587,中國褸網蛛
430258,平掌沙蟹
400408,中華裂端節蜱
400535,二點葉蟎
347156,單環蝶
312592,橫紋蠅虎
403262,尖頭桿吻蟲
400694,粗筒型蟎
400701,爪姬翼蟎
311062,黃螯隱蟹
312662,日本微姬蛛
333932,琉球梭形微泥蟲
400341,毛囊蠕形蟎
317094,于氏纖恙蟎
310816,秀麗粗背蟹
400364,毛萼懸鉤子似尖葉節蜱
405809,水皰疹
347192,黃鉤蛺蝶
312446,黃斑鬼蛛
347091,君主斑蝶
311082,太陽強蟹
316888,史氏單趾輪蟲
316926,多樣疣足鱗蟲
347091,帝王斑蝶
334367,燼伊細花螢
431620,糾結招潮蟹
349374,寄尾微泥蟲
312565,克氏水狼蛛
405572,猴B型病毒感染症
311277,珍珠蟹
312594,臺灣蟻蛛
316874,薄片鱗冠輪蟲
400670,高橋氏真犰蟎
